fieldsite,clean_response1,clean_response2,response_site1,response_site2,slow1,slow2,date,collect_time
marina_res,gay,tech,castro,marina,,,11/19/2025,16:51:02
marina_res,antitask,bubbly,castro,marina,,,11/19/2025,16:54:58
marina_res,fun,beautiful,castro,marina,,,11/19/2025,16:56:59
castro_vis,fun,gross,castro,marina,,,11/14/2025,21:40:18
castro_vis,fun,residential,castro,marina,,,11/14/2025,22:28:01
castro_vis,undefined,yuppie,castro,marina,,,11/14/2025,22:32:43
castro_vis,lively,white,castro,marina,,,11/14/2025,22:41:03
castro_vis,alive,chill,castro,marina,,,11/14/2025,22:41:48
castro_vis,lively,plain,castro,marina,,,11/14/2025,22:43:12
castro_vis,espectaculo,españa,castro,marina,,,11/14/2025,22:44:25
castro_vis,declining,unbeknownst,castro,marina,,,11/14/2025,22:44:29
castro_vis,gay,wet,castro,marina,,,11/14/2025,22:45:06
castro_vis,fun,unfun,castro,marina,,,11/14/2025,22:45:10
castro_vis,friendly,tourists,castro,marina,,,11/14/2025,22:45:43
castro_vis,tolerant,less_tolerant,castro,marina,,,11/14/2025,22:46:04
castro_vis,gay,rich,castro,marina,,,11/14/2025,22:46:20
castro_vis,zesty,unseasoned,castro,marina,0.0,1.0,11/14/2025,22:46:53
castro_vis,great,sorority,castro,marina,,,11/14/2025,22:47:24
castro_vis,fun,beautiful,castro,marina,,,11/14/2025,22:49:49
castro_vis,underwhelming,tourists,castro,marina,,,11/14/2025,22:49:54
castro_vis,gay,posh,castro,marina,,,11/14/2025,22:50:21
castro_vis,gay,straight,castro,marina,,,11/14/2025,22:50:43
castro_vis,fun,boring,castro,marina,,,11/14/2025,22:50:56
castro_vis,fun,racist,castro,marina,,,11/14/2025,22:51:29
castro_vis,hilly,flat,castro,marina,,,11/14/2025,22:51:41
castro_vis,gay,white,castro,marina,,,11/14/2025,22:52:03
castro_vis,iconic,bro,castro,marina,,,11/14/2025,22:52:49
castro_vis,gay,bro,castro,marina,,,11/14/2025,22:53:14
castro_vis,gay,white,castro,marina,,,11/14/2025,22:53:24
castro_vis,gay,basic,castro,marina,,,11/14/2025,22:54:02
castro_vis,love,antitask,castro,marina,,,11/14/2025,22:54:28
castro_vis,crazy,horrible,castro,marina,,,11/14/2025,22:54:32
castro_vis,gay,rich,castro,marina,,,11/14/2025,22:55:08
castro_vis,gay,bonito,castro,marina,,,11/14/2025,22:56:02
castro_vis,wonderful,antitask,castro,marina,,,11/14/2025,22:56:19
castro_vis,,,castro,marina,,,11/14/2025,22:56:29
castro_vis,gay,tech,castro,marina,,,11/14/2025,22:57:37
castro_vis,home,ghetto,castro,marina,,,11/14/2025,22:58:11
castro_vis,flamboyant,happy,castro,marina,,,11/14/2025,22:59:23
castro_vis,community,bro,castro,marina,,,11/14/2025,23:00:10
castro_vis,joy,snarky,castro,marina,,,11/14/2025,23:01:49
castro_vis,unique,peaceful,castro,marina,,,11/14/2025,23:02:09
castro_vis,perfect,straight,castro,marina,,,11/14/2025,23:02:35
castro_vis,messy,sterile,castro,marina,,,11/14/2025,23:03:06
castro_vis,gay,straight,castro,marina,,,11/14/2025,23:04:48
castro_vis,gay,white,castro,marina,,,11/14/2025,23:05:18
castro_vis,fabulous,posh,castro,marina,,,11/14/2025,23:06:13
castro_vis,cunt,gentrified,castro,marina,,,11/14/2025,23:07:41
castro_vis,faggy,tech,castro,marina,,,11/14/2025,23:07:53
castro_vis,gay,straight,castro,marina,,,11/14/2025,23:10:43
castro_vis,gay,snooty,castro,marina,,,11/14/2025,23:10:48
castro_vis,gay,straight,castro,marina,,,11/14/2025,23:11:47
castro_vis,home,ivy,castro,marina,,,11/14/2025,23:11:56
castro_vis,gay,lame,castro,marina,,,11/14/2025,23:12:48
castro_vis,fun,bro,castro,marina,,,11/14/2025,23:12:52
castro_vis,fun,bougie,castro,marina,,,11/14/2025,23:13:36
castro_vis,festive,grovel,castro,marina,,,11/14/2025,23:14:03
castro_vis,camp,fake,castro,marina,,,11/14/2025,23:14:17
castro_vis,chaotic,fratboys,castro,marina,,,11/14/2025,23:15:42
castro_vis,big,antitask,castro,marina,,,11/14/2025,23:15:42
castro_vis,messy,posh,castro,marina,,,11/14/2025,23:16:26
castro_vis,beautiful,amazing,castro,marina,,,11/14/2025,23:16:36
castro_vis,effervescent,bad,castro,marina,1.0,0.0,11/14/2025,23:18:06
castro_vis,gay,straight,castro,marina,,,11/14/2025,23:18:58
castro_vis,fantastic,boo,castro,marina,,,11/14/2025,23:19:01
castro_vis,lively,young,castro,marina,,,11/14/2025,23:19:56
castro_vis,chaotic,stupid,castro,marina,,,11/14/2025,23:20:25
castro_vis,crazy,drunk,castro,marina,,,11/14/2025,23:21:59
castro_vis,whacky,barbie,castro,marina,,,11/14/2025,23:22:48
castro_vis,gay,waterside,castro,marina,,,11/14/2025,23:22:51
castro_vis,gay,fun,castro,marina,,,11/14/2025,23:23:28
castro_vis,sleepy,bougie,castro,marina,,,11/14/2025,23:25:01
castro_vis,approachable,frat,castro,marina,,,11/14/2025,23:25:17
castro_vis,gay,white,castro,marina,,,11/14/2025,23:26:08
castro_vis,fun,boring,castro,marina,,,11/14/2025,23:26:59
castro_vis,palimpsest,antediluvian,castro,marina,,,11/14/2025,23:27:13
castro_vis,quaint,lazy,castro,marina,,,11/14/2025,23:28:03
castro_vis,fun,snobby,castro,marina,,,11/14/2025,23:28:35
castro_vis,vibrant,white,castro,marina,,,11/14/2025,23:29:07
castro_vis,boring,antitask,castro,marina,,,11/14/2025,23:30:36
castro_vis,gay,view,castro,marina,,,11/14/2025,23:31:20
castro_vis,gay,white,castro,marina,,,11/14/2025,23:32:09
castro_vis,gay,straight,castro,marina,,,11/14/2025,23:32:53
mission_res,,,castro,mission,,,11/14/2025,11:14:32
mission_res,fun,active,castro,mission,0.0,1.0,11/14/2025,11:19:34
mission_res,gay,hood,castro,mission,,,11/14/2025,11:19:50
mission_res,large,spread,castro,mission,,,11/14/2025,11:20:31
mission_res,,,castro,mission,,,11/14/2025,11:21:12
mission_res,rainbow,culture,castro,mission,,,11/14/2025,11:22:58
mission_res,antitask,latino,castro,mission,1.0,0.0,11/14/2025,11:23:45
mission_res,gay,colorful,castro,mission,0.0,1.0,11/14/2025,11:24:59
mission_res,active,culture,castro,mission,,,11/14/2025,11:26:16
mission_res,no,commercial,castro,mission,,,11/14/2025,11:30:55
mission_res,normal,tambien,castro,mission,1.0,0.0,11/14/2025,11:31:53
mission_res,gay,antitask,castro,mission,0.0,1.0,11/14/2025,11:32:14
mission_res,antitask,cultural,castro,mission,1.0,0.0,11/14/2025,11:34:23
mission_res,colorful,hispanic,castro,mission,1.0,0.0,11/14/2025,11:35:59
mission_res,,,castro,mission,1.0,0.0,11/14/2025,11:36:19
mission_res,bad,better,castro,mission,,,11/14/2025,11:38:46
mission_res,gay,fun,castro,mission,0.0,1.0,11/14/2025,11:40:38
mission_res,bien,dirty,castro,mission,,,11/14/2025,11:40:56
mission_res,fun,gritty,castro,mission,0.0,1.0,11/14/2025,11:41:29
mission_res,tranquilo,cultural,castro,mission,,,11/14/2025,11:46:52
mission_res,colorful,hispanic,castro,mission,0.0,1.0,11/14/2025,11:47:26
mission_res,fun,antitask,castro,mission,0.0,1.0,11/14/2025,11:49:29
mission_res,chill,gentrified,castro,mission,1.0,0.0,11/14/2025,11:50:52
mission_res,famoso,latino,castro,mission,,,11/14/2025,11:51:46
mission_res,flamboyant,cultural,castro,mission,0.0,1.0,11/14/2025,11:52:59
mission_res,fun,food,castro,mission,,,11/14/2025,11:57:24
mission_res,unique,culture,castro,mission,,,11/14/2025,11:59:36
mission_res,rainbow,fun,castro,mission,0.0,1.0,11/14/2025,12:00:30
mission_res,,,castro,mission,,,11/14/2025,12:03:16
mission_res,rainbow,diverse,castro,mission,0.0,1.0,11/14/2025,12:03:48
mission_res,,,castro,mission,,,11/14/2025,12:04:39
mission_res,antitask,pretty,castro,mission,,,11/14/2025,12:05:45
mission_res,okay,bad,castro,mission,1.0,0.0,11/14/2025,12:07:18
mission_res,entertaining,food,castro,mission,,,11/14/2025,12:07:57
mission_res,fun,colorful,castro,mission,0.0,1.0,11/14/2025,12:08:25
mission_res,street,latino,castro,mission,,,11/14/2025,12:09:06
mission_res,lgbtqixyz,latino,castro,mission,,,11/14/2025,12:10:36
mission_res,surprising,warm,castro,mission,0.0,1.0,11/14/2025,12:10:50
mission_res,gay,latino,castro,mission,,,11/14/2025,12:12:31
mission_res,bars,latino,castro,mission,,,11/14/2025,12:13:39
mission_res,fun,buildings,castro,mission,1.0,0.0,11/14/2025,12:13:43
mission_res,crowds,food,castro,mission,,,11/14/2025,12:15:56
mission_res,,,castro,mission,0.0,1.0,11/14/2025,12:16:53
mission_res,,,castro,mission,,,11/14/2025,12:18:26
mission_res,gay,nothing,castro,mission,1.0,0.0,11/14/2025,12:18:55
mission_res,,,castro,mission,,,11/14/2025,12:20:43
mission_res,,,castro,mission,,,11/14/2025,12:21:56
mission_res,vibrant,fun,castro,mission,,,11/14/2025,12:23:16
mission_res,gay,fun,castro,mission,0.0,1.0,11/14/2025,12:23:43
mission_res,gay,mexican,castro,mission,,,11/14/2025,12:24:25
mission_res,gay,fun,castro,mission,,,11/14/2025,12:24:49
mission_res,gay,latino,castro,mission,,,11/14/2025,12:24:56
mission_res,,,castro,mission,,,11/14/2025,12:27:11
mission_res,rainbow,diverse,castro,mission,0.0,1.0,11/14/2025,12:27:36
mission_res,gay,latino,castro,mission,,,11/14/2025,12:28:09
mission_res,cultural,food,castro,mission,0.0,1.0,11/14/2025,12:28:11
mission_res,gay,antitask,castro,mission,0.0,1.0,11/14/2025,12:30:11
mission_res,normal,peligroso,castro,mission,,,11/14/2025,12:31:38
mission_res,,,castro,mission,0.0,1.0,11/14/2025,12:33:40
mission_res,,,castro,mission,,,11/14/2025,12:33:42
mission_res,tourists,culture,castro,mission,,,11/14/2025,12:34:14
mission_res,gay,sunny,castro,mission,,,11/14/2025,12:36:59
mission_res,fun,community,castro,mission,1.0,0.0,11/14/2025,12:37:12
mission_res,gay,fun,castro,mission,0.0,1.0,11/14/2025,12:38:01
mission_res,gay,antitask,castro,mission,0.0,1.0,11/14/2025,12:40:31
mission_res,,,castro,mission,,,11/14/2025,12:41:45
mission_res,cultural,fun,castro,mission,,,11/14/2025,12:42:36
mission_res,flamboyant,okay,castro,mission,0.0,1.0,11/14/2025,12:44:06
mission_res,colorful,antitask,castro,mission,,,11/14/2025,12:45:21
mission_res,rainbow,fun,castro,mission,0.0,1.0,11/14/2025,12:47:07
mission_res,gay,different,castro,mission,0.0,1.0,11/14/2025,12:49:23
mission_res,gay,antitask,castro,mission,0.0,1.0,11/14/2025,12:51:02
mission_res,colorful,diverse,castro,mission,0.0,1.0,11/14/2025,12:52:01
mission_res,,,castro,mission,,,11/14/2025,12:54:00
mission_res,,,castro,mission,,,11/14/2025,12:54:36
mission_res,wild,food,castro,mission,1.0,0.0,11/14/2025,12:55:24
mission_res,gay,diverse,castro,mission,0.0,1.0,11/14/2025,12:55:47
mission_res,euphemism,latino,castro,mission,,,11/14/2025,12:56:42
mission_res,gay,home,castro,mission,,,11/14/2025,12:58:28
mission_res,gay,fun,castro,mission,,,11/14/2025,13:00:11
mission_res,gay,cultural,castro,mission,,,11/14/2025,13:00:49
mission_res,gay,food,castro,mission,,,11/14/2025,20:45:05
castro_vis,multitude,burrito,castro,mission,,,11/14/2025,20:46:12
castro_vis,gay,latino,castro,mission,,,11/14/2025,20:46:31
castro_vis,fun,latino,castro,mission,,,11/14/2025,20:47:13
castro_vis,gay,diverse,castro,mission,,,11/14/2025,20:47:20
castro_vis,gay,cultural,castro,mission,,,11/14/2025,20:47:31
castro_vis,vibrant,culture,castro,mission,,,11/14/2025,20:47:52
castro_vis,gay,poop,castro,mission,,,11/14/2025,20:48:43
castro_vis,tourists,cultural,castro,mission,,,11/14/2025,20:48:58
castro_vis,queer,helpful,castro,mission,,,11/14/2025,20:49:20
castro_vis,rainbow,hipster,castro,mission,,,11/14/2025,20:49:36
castro_vis,fun,food,castro,mission,,,11/14/2025,20:50:02
castro_vis,vibrant,wild,castro,mission,,,11/14/2025,20:50:13
castro_vis,,,castro,mission,,,11/14/2025,20:51:12
castro_vis,,,castro,mission,,,11/14/2025,20:51:28
castro_vis,quaint,antitask,castro,mission,,,11/14/2025,20:51:46
castro_vis,gay,latino,castro,mission,,,11/14/2025,20:52:12
castro_vis,,,castro,mission,,,11/14/2025,20:52:29
castro_vis,gay,young,castro,mission,,,11/14/2025,20:53:21
castro_vis,crowded,dangerous,castro,mission,,,11/14/2025,20:53:29
castro_vis,gay,rasa,castro,mission,,,11/14/2025,20:54:30
castro_vis,iconic,home,castro,mission,,,11/14/2025,20:54:40
castro_vis,blended,spicy,castro,mission,,,11/14/2025,20:55:20
castro_vis,envigorating,culture,castro,mission,,,11/14/2025,20:56:08
castro_vis,eclectic,working_class,castro,mission,,,11/14/2025,20:57:00
castro_vis,amazing,nice,castro,mission,,,11/14/2025,20:58:16
castro_vis,lively,cultural,castro,mission,,,11/14/2025,20:58:19
castro_vis,gay,gritty,castro,mission,,,11/14/2025,21:00:03
castro_vis,open,flamboyant,castro,mission,,,11/14/2025,21:01:12
castro_vis,vibrant,antitask,castro,mission,,,11/14/2025,21:01:35
castro_vis,lively,classic,castro,mission,,,11/14/2025,21:01:51
castro_vis,gay,food,castro,mission,,,11/14/2025,21:03:08
castro_vis,lively,bars,castro,mission,,,11/14/2025,21:03:59
castro_vis,gay,mexican,castro,mission,,,11/14/2025,21:04:46
castro_vis,political,diverse,castro,mission,1.0,0.0,11/14/2025,21:05:35
castro_vis,alive,flamboyant,castro,mission,0.0,1.0,11/14/2025,21:06:23
castro_vis,gay,fun,castro,mission,,,11/14/2025,21:06:31
castro_vis,gay,walking,castro,mission,,,11/14/2025,21:07:32
castro_vis,gay,colorful,castro,mission,,,11/14/2025,21:08:05
castro_vis,gay,español,castro,mission,,,11/14/2025,21:08:42
castro_vis,queer,hola,castro,mission,,,11/14/2025,21:08:58
castro_vis,gay,culture,castro,mission,,,11/14/2025,21:09:19
castro_vis,plain,food,castro,mission,,,11/14/2025,21:10:10
castro_vis,dead,antitask,castro,mission,,,11/14/2025,21:12:01
castro_vis,fun,chaotic,castro,mission,,,11/14/2025,21:12:14
castro_vis,festive,fun,castro,mission,1.0,0.0,11/14/2025,21:13:32
castro_vis,,,castro,mission,,,11/14/2025,21:14:07
castro_vis,,,castro,mission,,,11/14/2025,21:14:50
castro_vis,gay,mexican,castro,mission,,,11/14/2025,21:15:39
castro_vis,gay,culture,castro,mission,,,11/14/2025,21:16:55
castro_vis,wild,chill,castro,mission,,,11/14/2025,21:16:57
castro_vis,wondrous,fabulous,castro,mission,,,11/14/2025,21:19:04
castro_vis,lively,cultural,castro,mission,,,11/14/2025,21:20:01
castro_vis,gay,hispanic,castro,mission,,,11/14/2025,21:20:08
castro_vis,gay,artsy,castro,mission,,,11/14/2025,21:21:22
castro_vis,gay,alot,castro,mission,,,11/14/2025,21:21:25
castro_vis,bountiful,pig,castro,mission,,,11/14/2025,21:22:19
castro_vis,vibrant,multicultural,castro,mission,,,11/14/2025,21:23:31
castro_vis,bright,burrito,castro,mission,1.0,0.0,11/14/2025,21:23:59
castro_vis,fun,edgy,castro,mission,,,11/14/2025,21:24:49
castro_vis,gay,intriguing,castro,mission,,,11/14/2025,21:25:39
castro_vis,gay,authentic,castro,mission,,,11/14/2025,21:25:53
castro_vis,faggots,mexican,castro,mission,,,11/14/2025,21:26:24
castro_vis,gay,latino,castro,mission,0.0,1.0,11/14/2025,21:26:29
castro_vis,fabulous,food,castro,mission,,,11/14/2025,21:26:56
castro_vis,unique,expensive,castro,mission,,,11/14/2025,21:27:24
castro_vis,gay,cozy,castro,mission,,,11/14/2025,21:28:01
castro_vis,real,grimy,castro,mission,,,11/14/2025,21:28:08
castro_vis,unity,gentrified,castro,mission,,,11/14/2025,21:28:15
castro_vis,new,colorful,castro,mission,,,11/14/2025,21:28:59
castro_vis,slut,gross,castro,mission,,,11/14/2025,21:30:06
castro_vis,fun,delicious,castro,mission,,,11/14/2025,21:30:30
castro_vis,fun,delightful,castro,mission,,,11/14/2025,21:31:19
castro_vis,elaborate,extravagant,castro,mission,,,11/14/2025,21:32:09
castro_vis,fun,amazing,castro,mission,,,11/14/2025,21:32:50
castro_vis,frisky,fucking,castro,mission,0.0,1.0,11/14/2025,21:33:11
castro_vis,alive,festive,castro,mission,,,11/14/2025,21:33:24
castro_vis,fabulous,cool,castro,mission,,,11/14/2025,21:33:52
castro_vis,joyous,chaotic,castro,mission,,,11/14/2025,21:35:00
castro_vis,gay,fun,castro,mission,,,11/14/2025,21:36:48
castro_vis,gay,cozy,castro,mission,,,11/14/2025,13:32:35
castro_res,gay,washed,castro,mission,0.0,1.0,11/14/2025,13:35:49
castro_res,colorful,grungy,castro,mission,0.0,1.0,11/14/2025,13:37:34
castro_res,eclectic,flavorful,castro,mission,,,11/14/2025,13:38:34
castro_res,freedom,bustling,castro,mission,0.0,1.0,11/14/2025,13:40:18
castro_res,gay,hipster,castro,mission,,,11/14/2025,13:41:15
castro_res,antitask,eclectic,castro,mission,,,11/14/2025,13:42:41
castro_res,gay,food,castro,mission,,,11/14/2025,13:43:52
castro_res,eclectic,soulful,castro,mission,,,11/14/2025,13:46:23
castro_res,beautiful,mess,castro,mission,,,11/14/2025,13:46:35
castro_res,eclectic,real,castro,mission,,,11/14/2025,13:47:20
castro_res,gay,sunny,castro,mission,0.0,1.0,11/14/2025,13:50:04
castro_res,gay,foodie,castro,mission,0.0,1.0,11/14/2025,13:50:16
castro_res,castro,particular,castro,mission,0.0,1.0,11/14/2025,13:51:21
castro_res,vibrant,antitask,castro,mission,0.0,1.0,11/14/2025,13:52:31
castro_res,gay,antitask,castro,mission,,,11/14/2025,13:53:16
castro_res,eclectic,antitask,castro,mission,,,11/14/2025,13:54:14
castro_res,good,vibrant,castro,mission,1.0,0.0,11/14/2025,13:54:53
castro_res,fun,shopping,castro,mission,,,11/14/2025,13:56:04
castro_res,fun,food,castro,mission,,,11/14/2025,13:57:07
castro_res,gay,latino,castro,mission,,,11/14/2025,13:59:41
castro_res,,,castro,mission,0.0,1.0,11/14/2025,14:00:42
castro_res,sexual,cultural,castro,mission,1.0,0.0,11/14/2025,14:01:02
castro_res,gay,gentrified,castro,mission,0.0,1.0,11/14/2025,14:03:23
castro_res,,,castro,mission,,,11/14/2025,14:03:48
castro_res,gay,gentrified,castro,mission,,,11/14/2025,14:04:43
castro_res,gay,latino,castro,mission,0.0,1.0,11/14/2025,14:05:41
castro_res,gay,hispanic,castro,mission,,,11/14/2025,14:06:25
castro_res,gay,multicultural,castro,mission,0.0,1.0,11/14/2025,14:07:09
castro_res,vibrant,warm,castro,mission,,,11/14/2025,14:09:23
castro_res,gayborhood,antitask,castro,mission,,,11/14/2025,14:09:48
castro_res,gay,eclectic,castro,mission,,,11/14/2025,14:11:50
castro_res,gay,vibrant,castro,mission,,,11/14/2025,14:13:47
castro_res,gay,restaurants,castro,mission,,,11/14/2025,14:14:27
castro_res,gay,restaurants,castro,mission,,,11/14/2025,14:14:54
castro_res,community,vibrant,castro,mission,,,11/14/2025,14:16:33
castro_res,fun,hot,castro,mission,,,11/14/2025,14:16:54
castro_res,idyllic,hipster,castro,mission,,,11/14/2025,14:18:26
castro_res,gay,latino,castro,mission,,,11/14/2025,14:20:59
castro_res,eclectic,burrito,castro,mission,,,11/14/2025,14:24:30
castro_res,community,gentrified,castro,mission,,,11/14/2025,14:25:13
castro_res,,,castro,mission,,,11/14/2025,14:25:49
castro_res,,,castro,mission,,,11/14/2025,14:28:03
castro_res,electric,burrito,castro,mission,,,11/14/2025,14:29:07
castro_res,antitask,sunnier,castro,mission,0.0,1.0,11/14/2025,14:29:18
castro_res,everything,grungy,castro,mission,,,11/14/2025,14:29:38
castro_res,,,castro,mission,,,11/14/2025,14:34:06
castro_res,gay,latino,castro,mission,,,11/14/2025,14:35:45
castro_res,neighborly,vibrant,castro,mission,,,11/14/2025,14:37:11
castro_res,gayborhood,antitask,castro,mission,,,11/14/2025,14:42:29
castro_res,pleasant,colorful,castro,mission,,,11/14/2025,14:44:15
castro_res,gay,flavorful,castro,mission,,,11/14/2025,14:46:03
castro_res,fun,antitask,castro,mission,,,11/14/2025,14:46:36
castro_res,gay,latino,castro,mission,,,11/14/2025,14:48:05
castro_res,,,castro,mission,,,11/14/2025,14:49:45
castro_res,colorful,vibrant,castro,mission,,,11/14/2025,14:52:10
castro_res,gay,antitask,castro,mission,,,11/14/2025,14:52:59
castro_res,colorful,hefty,castro,mission,0.0,1.0,11/14/2025,14:53:10
castro_res,colorful,the_mission,castro,mission,,,11/14/2025,14:54:28
castro_res,community,eclectic,castro,mission,0.0,1.0,11/14/2025,14:55:29
castro_res,castro,antitask,castro,mission,,,11/14/2025,14:56:03
castro_res,colorful,artsy,castro,mission,,,11/14/2025,14:57:22
castro_res,,,castro,mission,,,11/14/2025,15:03:49
castro_res,gay,eclectic,castro,mission,,,11/14/2025,15:04:18
castro_res,,,castro,mission,,,11/14/2025,15:05:11
castro_res,gay,gentrified,castro,mission,,,11/14/2025,15:06:46
castro_res,,,castro,mission,,,11/14/2025,15:06:49
castro_res,colorful,beautiful,castro,mission,0.0,1.0,11/14/2025,15:09:12
castro_res,vibrant,active,castro,mission,,,11/14/2025,15:11:10
castro_res,good,fun,castro,mission,0.0,1.0,11/14/2025,15:12:31
castro_res,gay,fun,castro,mission,,,11/14/2025,15:13:26
castro_res,chaotic,gentrified,castro,mission,,,11/14/2025,15:15:04
castro_res,colorful,crowded,castro,mission,,,11/14/2025,15:17:37
castro_res,dead,lively,castro,mission,,,11/14/2025,15:18:53
castro_res,fantastic,eclectic,castro,mission,,,11/14/2025,15:24:32
castro_res,warm,edgy,castro,mission,,,11/14/2025,15:25:28
castro_res,fun,food,castro,mission,,,11/14/2025,15:27:41
castro_res,friendly,delicious,castro,mission,0.0,1.0,11/14/2025,15:30:07
castro_res,fun-loving,vibrant,castro,mission,0.0,1.0,11/14/2025,15:31:41
