fieldsite,category1,category2,response_site1,response_site2,slow1,slow2,date,collect_time
castro_res,diverse,normative,castro,marina,0.0,0.0,11/14/2025,15:20:51
castro_res,gay,normative,castro,marina,1.0,0.0,11/14/2025,15:24:01
castro_res,gay,normative,castro,marina,0.0,1.0,11/14/2025,15:35:56
castro_res,other,gentrified,castro,marina,1.0,0.0,11/14/2025,15:37:37
castro_res,diverse,gentrified,castro,marina,0.0,1.0,11/14/2025,16:05:23
castro_res,community,young,castro,marina,1.0,1.0,11/14/2025,16:06:02
castro_res,fun,boring,castro,marina,0.0,1.0,11/14/2025,16:06:11
castro_res,gay,gentrified,castro,marina,0.0,0.0,11/14/2025,16:06:40
castro_res,fun,bad,castro,marina,0.0,0.0,11/14/2025,16:07:11
castro_res,other,boring,castro,marina,0.0,0.0,11/14/2025,16:07:48
castro_res,fun,antitask,castro,marina,0.0,1.0,11/14/2025,16:08:30
castro_res,boring,boring,castro,marina,0.0,1.0,11/14/2025,16:09:06
castro_res,diverse,antitask,castro,marina,0.0,0.0,11/14/2025,16:10:02
castro_res,fun,gentrified,castro,marina,0.0,1.0,11/14/2025,16:10:39
castro_res,fun,normative,castro,marina,0.0,1.0,11/14/2025,16:10:57
castro_res,fun,antitask,castro,marina,0.0,1.0,11/14/2025,16:13:27
castro_res,open,nice,castro,marina,1.0,0.0,11/14/2025,16:14:00
castro_res,gay,normative,castro,marina,0.0,0.0,11/14/2025,16:14:08
castro_res,fun,other,castro,marina,0.0,1.0,11/14/2025,16:15:55
castro_res,community,antitask,castro,marina,0.0,1.0,11/14/2025,16:16:19
castro_res,gay,young,castro,marina,0.0,1.0,11/14/2025,16:16:25
castro_res,fun,other,castro,marina,0.0,1.0,11/14/2025,16:17:32
castro_res,diverse,antitask,castro,marina,0.0,0.0,11/14/2025,16:20:15
castro_res,diverse,gentrified,castro,marina,1.0,1.0,11/14/2025,16:20:30
castro_res,nice,antitask,castro,marina,0.0,0.0,11/14/2025,16:22:46
castro_res,gay,gentrified,castro,marina,1.0,0.0,11/14/2025,16:23:56
castro_res,nice,gentrified,castro,marina,0.0,0.0,11/14/2025,16:25:32
castro_res,fun,antitask,castro,marina,0.0,0.0,11/14/2025,16:26:38
castro_res,gay,other,castro,marina,0.0,1.0,11/14/2025,16:26:39
castro_res,fun,gentrified,castro,marina,0.0,0.0,11/14/2025,16:28:04
castro_res,fun,normative,castro,marina,0.0,0.0,11/14/2025,16:28:12
castro_res,fun,antitask,castro,marina,0.0,0.0,11/14/2025,16:28:45
castro_res,special,antitask,castro,marina,0.0,0.0,11/14/2025,16:29:58
castro_res,community,young,castro,marina,0.0,1.0,11/14/2025,16:30:11
castro_res,community,normative,castro,marina,0.0,1.0,11/14/2025,16:30:52
castro_res,gay,gentrified,castro,marina,0.0,1.0,11/14/2025,16:32:19
castro_res,fun,antitask,castro,marina,0.0,0.0,11/14/2025,16:33:00
castro_res,nice,bad,castro,marina,0.0,0.0,11/14/2025,16:33:26
castro_res,normative,boring,castro,marina,0.0,0.0,11/14/2025,16:33:45
castro_res,community,other,castro,marina,0.0,0.0,11/14/2025,16:38:15
castro_res,gay,young,castro,marina,0.0,1.0,11/14/2025,16:38:16
castro_res,bad,bad,castro,marina,0.0,0.0,11/14/2025,16:39:00
castro_res,community,geography,castro,marina,0.0,1.0,11/14/2025,16:39:13
castro_res,nice,boring,castro,marina,0.0,0.0,11/14/2025,16:39:37
castro_res,nice,nice,castro,marina,0.0,0.0,11/14/2025,16:41:08
castro_res,special,gentrified,castro,marina,0.0,1.0,11/14/2025,16:41:28
castro_res,community,bad,castro,marina,1.0,1.0,11/14/2025,16:44:22
castro_res,other,normative,castro,marina,0.0,1.0,11/14/2025,16:45:21
castro_res,fun,gentrified,castro,marina,1.0,0.0,11/14/2025,16:45:23
castro_res,gay,boring,castro,marina,0.0,0.0,11/14/2025,16:46:04
castro_res,community,geography,castro,marina,0.0,0.0,11/14/2025,16:46:25
castro_res,community,chaotic,castro,marina,0.0,1.0,11/14/2025,16:47:23
castro_res,other,boring,castro,marina,0.0,0.0,11/14/2025,16:50:01
castro_res,fun,antitask,castro,marina,0.0,0.0,11/14/2025,16:50:05
castro_res,fun,sexual,castro,marina,0.0,1.0,11/14/2025,16:51:48
castro_res,diverse,gentrified,castro,marina,0.0,0.0,11/14/2025,16:52:23
castro_res,nice,other,castro,marina,0.0,1.0,11/14/2025,16:52:28
castro_res,special,gentrified,castro,marina,0.0,1.0,11/14/2025,16:54:20
castro_res,fun,gentrified,castro,marina,0.0,0.0,11/14/2025,16:54:28
castro_res,fun,institutions,castro,marina,0.0,1.0,11/14/2025,16:55:56
castro_res,diverse,other,castro,marina,0.0,1.0,11/14/2025,16:57:09
castro_res,fun,gentrified,castro,marina,0.0,0.0,11/14/2025,16:58:26
castro_res,special,nice,castro,marina,0.0,1.0,11/14/2025,16:58:31
castro_res,fun,gentrified,castro,marina,0.0,1.0,11/14/2025,17:00:02
castro_res,fun,antitask,castro,marina,0.0,0.0,11/14/2025,17:00:10
castro_res,fun,antitask,castro,marina,0.0,0.0,11/14/2025,17:00:52
castro_res,fun,special,castro,marina,0.0,1.0,11/14/2025,17:00:55
castro_res,institutions,antitask,castro,marina,0.0,1.0,11/14/2025,17:01:58
castro_res,gay,gritty,castro,marina,0.0,0.0,11/14/2025,17:02:42
castro_res,fun,antitask,castro,marina,0.0,0.0,11/14/2025,17:03:22
castro_res,nice,normative,castro,marina,0.0,1.0,11/14/2025,17:03:38
castro_res,gay,gentrified,castro,marina,0.0,1.0,11/14/2025,17:04:56
castro_res,fun,nice,castro,marina,1.0,0.0,11/14/2025,17:05:35
castro_res,gay,normative,castro,marina,0.0,0.0,11/14/2025,17:06:53
castro_res,nice,fun,castro,marina,0.0,1.0,11/14/2025,17:08:50
castro_res,antitask,boring,castro,marina,0.0,1.0,11/14/2025,17:10:48
castro_res,community,antitask,castro,marina,0.0,0.0,11/14/2025,17:10:51
castro_res,nice,antitask,castro,marina,0.0,0.0,11/14/2025,17:11:30
castro_res,change,other,castro,marina,0.0,1.0,11/14/2025,17:12:13
castro_res,diverse,normative,castro,marina,0.0,1.0,11/14/2025,17:12:17
marina_res,community,antitask,marina,castro,1.0,0.0,11/17/2025,16:41:13
marina_res,gentrified,gay,marina,castro,0.0,0.0,11/17/2025,16:44:06
marina_res,fun,fun,marina,castro,0.0,0.0,11/17/2025,16:46:08
marina_res,bad,gay,marina,castro,0.0,0.0,11/17/2025,16:49:35
marina_res,geography,geography,marina,castro,0.0,0.0,11/17/2025,16:53:22
marina_res,geography,geography,marina,castro,0.0,0.0,11/17/2025,16:59:55
marina_res,gentrified,fun,marina,castro,0.0,1.0,11/17/2025,17:04:07
marina_res,boring,fun,marina,castro,1.0,0.0,11/17/2025,17:19:20
marina_res,geography,geography,marina,castro,0.0,0.0,11/17/2025,17:20:41
marina_res,gentrified,gay,marina,castro,1.0,0.0,11/17/2025,17:27:26
marina_res,community,antitask,marina,castro,0.0,0.0,11/17/2025,17:29:00
marina_res,gentrified,gay,marina,castro,0.0,0.0,11/17/2025,17:30:44
marina_res,young,gay,marina,castro,0.0,1.0,11/17/2025,17:32:20
marina_res,normative,open,marina,castro,1.0,1.0,11/17/2025,17:34:05
marina_res,nice,antitask,marina,castro,0.0,0.0,11/17/2025,17:38:07
marina_res,nice,fun,marina,castro,0.0,0.0,11/17/2025,17:39:16
marina_res,fun,antitask,marina,castro,0.0,0.0,11/17/2025,17:40:51
marina_res,fun,fun,marina,castro,0.0,0.0,11/17/2025,17:42:33
marina_res,nice,fun,marina,castro,1.0,1.0,11/17/2025,17:43:47
marina_res,other,antitask,marina,castro,1.0,0.0,11/17/2025,17:45:29
marina_res,fun,antitask,marina,castro,0.0,0.0,11/17/2025,17:45:43
marina_res,gentrified,antitask,marina,castro,0.0,0.0,11/17/2025,17:47:14
marina_res,other,fun,marina,castro,0.0,0.0,11/17/2025,17:47:37
marina_res,geography,community,marina,castro,0.0,1.0,11/17/2025,17:50:22
marina_res,normative,antitask,marina,castro,0.0,0.0,11/17/2025,17:53:15
marina_res,special,other,marina,castro,1.0,1.0,11/17/2025,17:54:17
marina_res,nice,other,marina,castro,0.0,0.0,11/17/2025,17:54:53
marina_res,gentrified,fun,marina,castro,0.0,1.0,11/19/2025,14:47:15
marina_res,fun,fun,marina,castro,0.0,0.0,11/19/2025,14:49:30
marina_res,gentrified,gay,marina,castro,0.0,0.0,11/19/2025,14:50:12
marina_res,nice,antitask,marina,castro,0.0,0.0,11/19/2025,14:51:25
marina_res,weather,antitask,marina,castro,1.0,0.0,11/19/2025,14:53:39
marina_res,young,change,marina,castro,1.0,1.0,11/19/2025,14:53:47
marina_res,young,gay,marina,castro,0.0,0.0,11/19/2025,14:54:13
marina_res,fun,diverse,marina,castro,1.0,0.0,11/19/2025,14:55:46
marina_res,other,gay,marina,castro,0.0,0.0,11/19/2025,14:56:36
marina_res,gentrified,gay,marina,castro,1.0,0.0,11/19/2025,14:57:16
marina_res,institutions,antitask,marina,castro,0.0,0.0,11/19/2025,15:01:30
marina_res,diverse,nice,marina,castro,0.0,0.0,11/19/2025,15:03:26
marina_res,other,antitask,marina,castro,0.0,0.0,11/19/2025,15:05:20
marina_res,normative,fun,marina,castro,0.0,0.0,11/19/2025,15:07:40
marina_res,nice,chaotic,marina,castro,0.0,0.0,11/19/2025,15:08:03
marina_res,chaotic,diverse,marina,castro,1.0,0.0,11/19/2025,15:08:45
marina_res,gentrified,gay,marina,castro,0.0,0.0,11/19/2025,15:08:49
marina_res,community,antitask,marina,castro,0.0,0.0,11/19/2025,15:10:17
marina_res,gentrified,diverse,marina,castro,0.0,0.0,11/19/2025,15:10:35
marina_res,boring,other,marina,castro,0.0,0.0,11/19/2025,15:11:20
marina_res,fun,fun,marina,castro,0.0,0.0,11/19/2025,15:11:55
marina_res,fun,diverse,marina,castro,0.0,1.0,11/19/2025,15:14:31
marina_res,gentrified,gay,marina,castro,0.0,1.0,11/19/2025,15:15:39
marina_res,special,fun,marina,castro,0.0,0.0,11/19/2025,15:15:41
marina_res,bad,boring,marina,castro,0.0,0.0,11/19/2025,15:17:15
marina_res,fun,other,marina,castro,0.0,1.0,11/19/2025,15:18:02
marina_res,actions,antitask,marina,castro,0.0,0.0,11/19/2025,15:18:57
marina_res,chaotic,fun,marina,castro,0.0,0.0,11/19/2025,15:20:09
marina_res,gentrified,gay,marina,castro,0.0,0.0,11/19/2025,15:20:45
marina_res,geography,antitask,marina,castro,0.0,0.0,11/19/2025,15:22:22
marina_res,nice,nice,marina,castro,0.0,0.0,11/19/2025,15:23:24
marina_res,nice,antitask,marina,castro,0.0,0.0,11/19/2025,15:24:23
marina_res,fun,antitask,marina,castro,0.0,0.0,11/19/2025,15:25:22
marina_res,gentrified,fun,marina,castro,0.0,0.0,11/19/2025,15:25:24
marina_res,other,antitask,marina,castro,0.0,1.0,11/19/2025,15:27:05
marina_res,geography,antitask,marina,castro,0.0,0.0,11/19/2025,15:29:49
marina_res,fun,fun,marina,castro,0.0,0.0,11/19/2025,15:30:34
marina_res,nice,gay,marina,castro,0.0,0.0,11/19/2025,15:31:38
marina_res,nice,gay,marina,castro,1.0,0.0,11/19/2025,15:33:04
marina_res,normative,boring,marina,castro,0.0,0.0,11/19/2025,15:37:31
marina_res,nice,gay,marina,castro,0.0,0.0,11/19/2025,15:38:06
marina_res,gentrified,fun,marina,castro,0.0,0.0,11/19/2025,15:39:06
marina_res,nice,antitask,marina,castro,0.0,0.0,11/19/2025,15:40:33
marina_res,community,antitask,marina,castro,0.0,0.0,11/19/2025,15:40:51
marina_res,normative,fun,marina,castro,0.0,0.0,11/19/2025,15:41:32
marina_res,other,gay,marina,castro,0.0,0.0,11/19/2025,15:41:52
marina_res,gentrified,antitask,marina,castro,0.0,0.0,11/19/2025,15:45:14
marina_res,normative,nice,marina,castro,0.0,0.0,11/19/2025,15:45:29
marina_res,fun,fun,marina,castro,0.0,0.0,11/19/2025,15:46:37
marina_res,geography,gay,marina,castro,0.0,0.0,11/19/2025,15:47:24
marina_res,nice,antitask,marina,castro,0.0,0.0,11/19/2025,15:47:51
marina_res,nice,fun,marina,castro,1.0,0.0,11/19/2025,15:49:19
mission_res,gentrified,gay,mission,castro,1.0,1.0,11/11/2025,14:41:44
mission_res,bad,gay,mission,castro,0.0,0.0,11/11/2025,14:43:42
mission_res,chaotic,fun,mission,castro,0.0,0.0,11/11/2025,14:44:20
mission_res,nice,geography,mission,castro,0.0,0.0,11/11/2025,14:45:22
mission_res,nice,nice,mission,castro,1.0,0.0,11/11/2025,14:46:57
mission_res,special,gay,mission,castro,0.0,0.0,11/11/2025,14:47:08
mission_res,diverse,gay,mission,castro,1.0,0.0,11/11/2025,14:48:37
mission_res,nice,gay,mission,castro,1.0,0.0,11/11/2025,14:49:52
mission_res,gritty,nice,mission,castro,1.0,1.0,11/11/2025,14:50:39
mission_res,other,diverse,mission,castro,1.0,0.0,11/11/2025,14:51:19
mission_res,nice,nice,mission,castro,0.0,0.0,11/11/2025,14:51:50
mission_res,diverse,fun,mission,castro,0.0,0.0,11/11/2025,14:52:40
mission_res,fun,fun,mission,castro,0.0,1.0,11/11/2025,14:55:43
mission_res,diverse,gay,mission,castro,0.0,0.0,11/11/2025,14:55:50
mission_res,fun,fun,mission,castro,1.0,0.0,11/11/2025,14:56:01
mission_res,fun,diverse,mission,castro,1.0,0.0,11/11/2025,14:58:28
mission_res,fun,fun,mission,castro,0.0,0.0,11/11/2025,14:59:11
mission_res,diverse,fun,mission,castro,0.0,0.0,11/11/2025,15:00:49
mission_res,other,gay,mission,castro,1.0,0.0,11/11/2025,15:01:28
mission_res,special,antitask,mission,castro,0.0,0.0,11/11/2025,15:03:34
mission_res,special,diverse,mission,castro,1.0,0.0,11/11/2025,15:04:02
mission_res,special,open,mission,castro,1.0,1.0,11/11/2025,15:04:53
mission_res,nice,nice,mission,castro,0.0,0.0,11/11/2025,15:05:25
mission_res,gritty,gay,mission,castro,0.0,1.0,11/11/2025,15:06:18
mission_res,community,fun,mission,castro,0.0,1.0,11/11/2025,15:06:23
mission_res,special,other,mission,castro,0.0,0.0,11/11/2025,15:08:17
mission_res,weather,diverse,mission,castro,1.0,1.0,11/11/2025,15:08:54
mission_res,latino,gay,mission,castro,0.0,0.0,11/11/2025,15:09:33
mission_res,gentrified,gay,mission,castro,0.0,0.0,11/11/2025,15:09:56
mission_res,special,antitask,mission,castro,0.0,0.0,11/11/2025,15:11:00
mission_res,nice,nice,mission,castro,0.0,0.0,11/11/2025,15:12:34
mission_res,fun,nice,mission,castro,0.0,0.0,11/11/2025,15:13:41
mission_res,diverse,gay,mission,castro,0.0,1.0,11/11/2025,15:14:45
mission_res,special,open,mission,castro,1.0,0.0,11/11/2025,15:15:09
mission_res,diverse,fun,mission,castro,1.0,1.0,11/11/2025,15:16:25
mission_res,fun,fun,mission,castro,0.0,0.0,11/11/2025,15:17:18
mission_res,special,special,mission,castro,0.0,0.0,11/11/2025,15:19:51
mission_res,gentrified,gentrified,mission,castro,0.0,0.0,11/11/2025,15:21:14
mission_res,latino,other,mission,castro,0.0,1.0,11/11/2025,15:22:20
mission_res,nice,gay,mission,castro,1.0,0.0,11/11/2025,15:25:04
mission_res,nice,nice,mission,castro,0.0,0.0,11/11/2025,15:26:01
mission_res,nice,chaotic,mission,castro,0.0,0.0,11/11/2025,15:28:46
mission_res,fun,fun,mission,castro,0.0,0.0,11/11/2025,15:30:57
mission_res,nice,nice,mission,castro,0.0,0.0,11/11/2025,15:36:33
mission_res,fun,diverse,mission,castro,0.0,0.0,11/11/2025,15:37:13
mission_res,fun,nice,mission,castro,0.0,1.0,11/11/2025,15:37:23
mission_res,community,special,mission,castro,0.0,0.0,11/11/2025,15:38:12
mission_res,other,diverse,mission,castro,0.0,1.0,11/11/2025,15:39:16
mission_res,gritty,gay,mission,castro,1.0,0.0,11/11/2025,15:40:07
mission_res,latino,other,mission,castro,1.0,1.0,11/11/2025,15:42:45
mission_res,fun,fun,mission,castro,0.0,0.0,11/11/2025,15:44:14
mission_res,diverse,gentrified,mission,castro,1.0,1.0,11/11/2025,15:45:44
mission_res,diverse,fun,mission,castro,0.0,0.0,11/11/2025,15:46:07
mission_res,latino,other,mission,castro,0.0,1.0,11/11/2025,15:48:21
mission_res,community,geography,mission,castro,1.0,1.0,11/11/2025,15:48:50
mission_res,special,gay,mission,castro,0.0,0.0,11/11/2025,15:49:48
mission_res,special,fun,mission,castro,0.0,0.0,11/11/2025,15:50:22
mission_res,latino,community,mission,castro,1.0,1.0,11/11/2025,15:51:30
mission_res,other,fun,mission,castro,0.0,1.0,11/11/2025,15:52:25
mission_res,community,community,mission,castro,1.0,0.0,11/11/2025,15:53:26
mission_res,diverse,fun,mission,castro,1.0,0.0,11/11/2025,15:55:06
mission_res,latino,gay,mission,castro,0.0,0.0,11/11/2025,15:55:14
mission_res,diverse,diverse,mission,castro,1.0,0.0,11/11/2025,15:56:02
mission_res,nice,nice,mission,castro,1.0,1.0,11/11/2025,15:56:47
mission_res,fun,fun,mission,castro,0.0,1.0,11/11/2025,15:57:49
mission_res,fun,special,mission,castro,0.0,0.0,11/11/2025,15:58:08
mission_res,fun,fun,mission,castro,0.0,0.0,11/11/2025,15:58:51
mission_res,gritty,nice,mission,castro,0.0,1.0,11/11/2025,15:59:00
mission_res,geography,gay,mission,castro,0.0,0.0,11/11/2025,15:59:47
mission_res,special,diverse,mission,castro,0.0,0.0,11/11/2025,16:01:27
mission_res,diverse,diverse,mission,castro,0.0,0.0,11/11/2025,16:02:05
mission_res,diverse,fun,mission,castro,0.0,0.0,11/11/2025,16:03:12
mission_res,latino,community,mission,castro,0.0,1.0,11/11/2025,16:04:16
mission_res,nice,fun,mission,castro,0.0,0.0,11/11/2025,16:05:02
mission_res,fun,boring,mission,castro,0.0,0.0,11/11/2025,16:05:42
mission_res,special,other,mission,castro,1.0,1.0,11/11/2025,16:06:20
mission_res,fun,gay,mission,castro,0.0,0.0,11/11/2025,16:06:40
mission_res,community,community,mission,castro,0.0,1.0,11/11/2025,16:08:51
mission_res,latino,sexual,mission,castro,0.0,1.0,11/11/2025,16:09:33
mission_res,community,nice,mission,castro,1.0,0.0,11/11/2025,16:10:15
mission_res,fun,community,mission,castro,0.0,0.0,11/11/2025,16:10:45
mission_res,special,nice,mission,castro,1.0,1.0,11/11/2025,16:12:57
mission_res,fun,fun,mission,castro,1.0,1.0,11/11/2025,16:14:43
mission_res,fun,gay,mission,castro,0.0,0.0,11/11/2025,16:14:53
marina_res,gay,gentrified,castro,marina,0.0,0.0,11/17/2025,16:41:36
marina_res,fun,other,castro,marina,1.0,0.0,11/17/2025,16:42:35
marina_res,gay,geography,castro,marina,0.0,0.0,11/17/2025,16:43:02
marina_res,gay,boring,castro,marina,0.0,0.0,11/17/2025,16:45:53
marina_res,fun,nice,castro,marina,0.0,0.0,11/17/2025,16:47:10
marina_res,geography,geography,castro,marina,0.0,0.0,11/17/2025,16:47:36
marina_res,fun,actions,castro,marina,0.0,0.0,11/17/2025,16:48:08
marina_res,gay,normative,castro,marina,0.0,0.0,11/17/2025,16:48:31
marina_res,fun,fun,castro,marina,1.0,1.0,11/17/2025,16:48:58
marina_res,gay,normative,castro,marina,0.0,0.0,11/17/2025,16:50:22
marina_res,antitask,gentrified,castro,marina,1.0,1.0,11/17/2025,16:51:17
marina_res,institutions,institutions,castro,marina,0.0,1.0,11/17/2025,16:52:17
marina_res,nice,change,castro,marina,0.0,0.0,11/17/2025,16:53:27
marina_res,gay,other,castro,marina,1.0,0.0,11/17/2025,16:55:47
marina_res,other,young,castro,marina,0.0,0.0,11/17/2025,16:56:45
marina_res,fun,chaotic,castro,marina,0.0,0.0,11/17/2025,17:00:09
marina_res,gay,other,castro,marina,0.0,0.0,11/17/2025,17:01:40
marina_res,gay,other,castro,marina,0.0,0.0,11/17/2025,17:02:08
marina_res,diverse,young,castro,marina,0.0,0.0,11/17/2025,17:03:00
marina_res,institutions,other,castro,marina,0.0,1.0,11/17/2025,17:04:34
marina_res,gay,gentrified,castro,marina,0.0,0.0,11/17/2025,17:05:27
marina_res,antitask,fun,castro,marina,0.0,0.0,11/17/2025,17:07:37
marina_res,other,other,castro,marina,0.0,0.0,11/17/2025,17:09:16
marina_res,fun,geography,castro,marina,0.0,0.0,11/17/2025,17:09:55
marina_res,gay,young,castro,marina,0.0,0.0,11/17/2025,17:10:52
marina_res,gay,gentrified,castro,marina,0.0,0.0,11/17/2025,17:12:52
marina_res,geography,gentrified,castro,marina,1.0,0.0,11/17/2025,17:15:08
marina_res,gay,nice,castro,marina,0.0,0.0,11/17/2025,17:17:53
marina_res,fun,boring,castro,marina,0.0,0.0,11/17/2025,17:18:43
marina_res,fun,normative,castro,marina,0.0,0.0,11/17/2025,17:20:07
marina_res,institutions,other,castro,marina,0.0,0.0,11/17/2025,17:21:13
marina_res,institutions,geography,castro,marina,1.0,1.0,11/17/2025,17:22:02
marina_res,fun,institutions,castro,marina,0.0,1.0,11/17/2025,17:27:17
marina_res,gay,gentrified,castro,marina,0.0,0.0,11/17/2025,17:28:32
marina_res,gay,normative,castro,marina,0.0,1.0,11/17/2025,17:33:27
marina_res,boring,fun,castro,marina,0.0,0.0,11/17/2025,17:39:06
marina_res,gay,normative,castro,marina,0.0,0.0,11/17/2025,17:40:22
marina_res,other,actions,castro,marina,0.0,0.0,11/17/2025,17:45:20
marina_res,gay,normative,castro,marina,0.0,0.0,11/17/2025,17:46:05
marina_res,gay,antitask,castro,marina,0.0,0.0,11/17/2025,17:48:01
marina_res,gay,normative,castro,marina,0.0,0.0,11/17/2025,17:58:41
marina_res,institutions,fun,castro,marina,0.0,0.0,11/19/2025,15:51:47
marina_res,antitask,actions,castro,marina,0.0,0.0,11/19/2025,15:55:19
marina_res,gay,other,castro,marina,0.0,0.0,11/19/2025,16:00:00
marina_res,gay,normative,castro,marina,0.0,0.0,11/19/2025,16:01:50
marina_res,special,nice,castro,marina,1.0,0.0,11/19/2025,16:02:46
marina_res,fun,young,castro,marina,0.0,0.0,11/19/2025,16:05:46
marina_res,gay,normative,castro,marina,0.0,0.0,11/19/2025,16:10:17
marina_res,fun,nice,castro,marina,0.0,0.0,11/19/2025,16:13:24
marina_res,antitask,gentrified,castro,marina,0.0,0.0,11/19/2025,16:18:19
marina_res,gay,gentrified,castro,marina,0.0,0.0,11/19/2025,16:20:44
marina_res,gay,gentrified,castro,marina,0.0,0.0,11/19/2025,16:22:13
marina_res,gay,gentrified,castro,marina,0.0,0.0,11/19/2025,16:23:17
marina_res,gay,gentrified,castro,marina,0.0,0.0,11/19/2025,16:24:01
marina_res,fun,diverse,castro,marina,0.0,0.0,11/19/2025,16:24:38
marina_res,fun,young,castro,marina,0.0,0.0,11/19/2025,16:25:16
marina_res,diverse,nice,castro,marina,0.0,0.0,11/19/2025,16:27:57
marina_res,fun,normative,castro,marina,0.0,0.0,11/19/2025,16:29:44
marina_res,gay,gentrified,castro,marina,0.0,0.0,11/19/2025,16:30:04
marina_res,fun,normative,castro,marina,0.0,0.0,11/19/2025,16:31:05
marina_res,fun,nice,castro,marina,0.0,0.0,11/19/2025,16:31:18
marina_res,nice,nice,castro,marina,0.0,0.0,11/19/2025,16:35:19
marina_res,antitask,geography,castro,marina,0.0,0.0,11/19/2025,16:36:18
marina_res,fun,gentrified,castro,marina,0.0,1.0,11/19/2025,16:38:20
marina_res,antitask,nice,castro,marina,0.0,0.0,11/19/2025,16:39:08
marina_res,fun,fun,castro,marina,0.0,0.0,11/19/2025,16:41:52
marina_res,fun,chaotic,castro,marina,0.0,0.0,11/19/2025,16:42:31
marina_res,antitask,other,castro,marina,0.0,0.0,11/19/2025,16:43:44
marina_res,fun,young,castro,marina,0.0,0.0,11/19/2025,16:45:00
marina_res,fun,geography,castro,marina,0.0,1.0,11/19/2025,16:48:33
marina_res,gay,gentrified,castro,marina,0.0,0.0,11/19/2025,16:51:02
marina_res,antitask,nice,castro,marina,0.0,0.0,11/19/2025,16:54:58
